id,question,qwen25_72b_instruct,gpt_4o_mini_cot,ministral_8b_instruct_2410,deepseek_chat,glm_4_plus,llama31_8b_instruct,qwen25_32b_int4,gpt_4o,glm_4_air,gpt_4o_mini,qwen25_math_7b_instruct,llama31_70b_instruct,mistral_7b_instruct_v02,mixtral_8x7b_instruct,glm_4_flash,qwq_32b_preview,gemini15_flash,deepseek_coder,qwen25_7b_instruct,llama31_405b_instruct
10,"关于：college_law
问题：下列有关犯罪形态的理解中，正确的是
选项：
A. 准备用于预备行为的工具的，应认定为犯罪预备
B. 间接故意犯罪可以存在未遂形态
C. 自动放弃重复侵害行为的应认定为犯罪既遂
D. 在犯罪预备阶段，可以成立犯罪中止
",1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
11,"关于：professional_law
问题：装修公司指派员工甲为乙的房屋进行装修，甲在为乙装修房屋天花板吊灯时，因乙提供的支架松动，致使甲从支架上掉下摔伤。对甲的损害
选项：
A. 装修公司和乙承担连带责任
B. 装修公司和乙根据各自的过错承担相应的责任
C. 装修公司承担责任
D. 乙承担责任
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,"关于：ethnology
问题：爱吃油香，拥有清汤羊肉、牛肉夹馍、羊杂碎汤等民族风味小吃的是
选项：
A. 蒙古族
B. 回族
C. 藏族
D. 维吾尔族
",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
13,"关于：professional_medicine
问题：光镜下区分癌与肉瘤的主要依据是
选项：
A. 组织来源的不同
B. 实质与间质是否分界清楚
C. 细胞异型性的大小
D. 病理性核分裂象的多少
",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
14,"关于：elementary_commonsense
问题：我国四大藏书阁之一的文渊阁位于
选项：
A. 北京
B. 西安
C. 杭州
D. 洛阳
",1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
15,"关于：education
问题：世界上最早的教育理论著作是
选项：
A. 《学记》
B. 《理想国》
C. 《论语》
D. 《大教学论》
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,"关于：elementary_chinese
问题：“这个问题他没有完全搞清楚。”这句话的意思是说
选项：
A. 这个问题他一点儿都不懂。
B. 这个问题还有一点儿不懂。
C. 这个问题他都懂了。
D. 这个问题他懂了一点儿。
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,"关于：high_school_politics
问题：有资料显示，珠三角地区的农民工平均工资10年间只涨了67元，这显然是不合理的。为此，政府出台要逐步提高最低工资标准，建立企业职工工资正常增长机制等一系列政策，这体现了
选项：
A. 提高居民收入在国民收入分配中的比重
B. 初次分配注重效率，再分配注重公平
C. 逐步提高劳动报酬在初次分配中的比重
D. 进一步强调效率优先，兼顾公平
",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
18,"关于：professional_psychology
问题：婴幼儿最主要的感知觉是视觉、听觉、触觉等，其中发展最早的是
选项：
A. 听觉
B. 味觉
C. 视觉
D. 触觉
",1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
19,"关于：chinese_civil_service_exam
问题：当夜深人静，即将准备进入梦乡时，我们的身体常常会突然抽搐一下，这种抽搐通常被科学家们称作临睡肌跃症(又称入睡抽动)。目前没有研究彻底弄清它的原因，因而人们对此有诸多猜测。有一种解释认为，人脑是基于爬行动物的大脑进化而来的，因此仍然保留了一部分爬行动物的应激反应模式。肌肉彻底放松时，大脑会基于这一应激反应模式，以为我们在自由坠落，出于自我保护的需要，大脑指挥全身肌肉马上行动，试图在下坠过程中抓住什么东西，于是本已放松的肌肉会突然收紧，导致入睡抽动。这段文字
选项：
A. 阐述临睡肌跃症对人类的意义
B. 提供一种对临睡肌跃症的解释
C. 说明临睡肌跃症与大脑的关系
D. 介绍临睡肌跃症的临床表现
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,"关于：food_science
问题：盐渍保藏方法要求食盐溶液的浓度应在多少以上
选项：
A. 10%
B. 15%
C. 20%
D. 25%
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,"关于：high_school_politics
问题：近日，《营口日报》刊发《坚持公有制为主体多种所有制经济共同发展的基本经济制度》的文章，文章指出：要坚持公有制为主体、多种所有制经济共同发展的经济制度。毫不动摇地巩固和发展公有制经济，毫不动摇地鼓励、支持和引导个体、私营等非公有制经济发展。以公有制为主体、多种所有制经济共同发展的基本经济制度的确立，从根本上说是由
选项：
A. 我国现行的分配制度决定的
B. 生产关系一定要适应生产力发展的客观规律决定的
C. 我国的社会主义性质决定的
D. 我国社会主义初级阶段的国情决定的
",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
22,"关于：marketing
问题：对于品牌差异不大，消费者不经常购买，而购买时又有一定风险的产品，消费者一般会货比三家后决定购买，消费者的这种购买行为属于
选项：
A. 变换型购买行为
B. 协调型购买行为
C. 习惯型购买行为
D. 复杂型购买行为
",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23,"关于：agronomy
问题：在群落中决定着整个群落的内部结构和特殊环境，往往是主要层的优势种的植物种是
选项：
A. 亚优势种
B. 附属种
C. 建群种
D. 优势种
",1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
24,"关于：elementary_mathematics
问题：一辆汽车从甲地开往乙地，已经行驶了160千米，余下的占全长的3/8，甲乙两地相距
选项：
A. 160(1+3)*8
B. 160/(1-3/8)
C. 160*(1-3/8)
D. 160/(1+3/8)
",1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
25,"关于：marxist_theory
问题：下列提法正确的是
选项：
A. 只有空想社会主义思想家预见了未来社会
B. 只有唯心主义思想家预见了未来社会
C. 只有马克思主义经典作家预见了未来社会
D. 许多思想家都预见了未来社会
",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
26,"关于：education
问题：现代学制中，双轨学制的典型代表是
选项：
A. 中国
B. 前苏联
C. 西欧国家
D. 美国
",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
27,"关于：business_ethics
问题：调节伦理关系的非强制性手段是
选项：
A. 风俗
B. 道德
C. 文化
D. 法律
",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
28,"关于：electrical_engineering
问题：在变压器负载损耗和空载损耗测量的参数中，（）项参数受试验电源频率的影响可以忽略不计。
选项：
A. 绕组电阻损耗和短路阻抗的电阻分量
B. 空载损耗和空载电流
C. 附加损耗和短路阻抗的电抗分量
D. 负载损耗和短路阻抗
",1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
29,"关于：professional_medicine
问题：Call-Exner 小体见于卵巢
选项：
A. 内胚窦瘤
B. 颗粒细胞瘤
C. 浆液性囊腺癌
D. 间质细胞瘤
",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
30,"关于：high_school_chemistry
问题：我国古代文献资料中记载了大量的化学研究过程与成果。下列选项不涉及化学变化的是
选项：
A. 原文：水火既济而土和。解释：黏土烧结成陶瓷。
B. 原文：欲去杂还纯，再入水煎炼，倾入盆中，经宿成白雪。解释：重结晶方法提纯物质。
C. 原文：以曾青凃铁，铁赤色如铜。解释：金属的置换。
D. 原文：丹砂烧之成水银，积变又还成丹砂。解释：物质间转化的可逆性。
",1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
31,"关于：high_school_geography
问题：近年来，我国迅速发展的⼤棚蔬菜⽣产，主要改变的⽣产条件是
选项：
A. 市场条件
B. 地形条件
C. 光热条件
D. ⼟壤条件
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32,"关于：genetics
问题：老鼠中，毛色基因位于常染色体上，黑毛对白毛为完全显性，如果白毛与黑毛杂合体交配，子代将显示
选项：
A. 所有个体都是灰色
B. 黑毛：白毛=1：1
C. 黑毛：白毛=3：1
D. 全部黑毛
",0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
33,"关于：high_school_geography
问题：“It’s not just a planet， It’s our home．”这是对地球在宇宙中地位恰如其分的评价。地球的特殊性表现在
选项：
A. 有⽣命物质存在
B. 质量和体积适中
C. 只有⼀颗卫星
D. ⾃转和公转⽅向相同
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
34,"关于：elementary_commonsense
问题：在雷雨天不要走近高压电杆、铁塔、避雷针，远离至少
选项：
A. 25米
B. 15米
C. 10米
D. 20米
",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
35,"关于：arts
问题：电影艺术诞生于
选项：
A. 1905年
B. 1915年
C. 1895年
D. 1921年
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
36,"关于：sports_science
问题：在发动口令之前，加上动作名称或简明术语作为预令进行启发提示的口令是
选项：
A. 一般口令
B. 单字口令
C. 常用口令
D. 提示性口令
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37,"关于：chinese_teacher_qualification
问题：国外最早的教育学著作是
选项：
A. 《论雄辩家》
B. 《政治学原理》
C. 《理想国》
D. 《论演说家的教育》
",1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
38,"关于：global_facts
问题：提出“多边自主外交”方针的是
选项：
A. 法国戴高乐政府
B. 日本田中角荣政府
C. 西德科尔政府
D. 英国撒切尔政府
",0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
39,"关于：chinese_teacher_qualification
问题：多年来，曾老师坚持让学生采用反思记录表、学习日志或成长记录袋等多种方法来记录学习过程，并不断指导学生优化记录的方法，曾老师的做法
选项：
A. 无视了学生的发展性
B. 尊重了学生的自主性
C. 尊重了学生的创造性
D. 无视了学生的差异性
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
40,"关于：elementary_mathematics
问题：小丽和贝贝在玩游戏，小丽报的数a在25至50之间，贝贝报的数b在10至20之间，那么a+b的结果在()之间
选项：
A. 45至60
B. 35至70
C. 15至30
D. 5至40
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
41,"关于：high_school_biology
问题：果蝇的某对相对性状由等位基因G、g控制，且对于这对性状的表现型而言，G对g完全显性。受精卵中不存在G、g中的某个特定基因时会致死。用一对表现型不同的果蝇进行交配，得到的子一代果蝇中雌∶雄＝2∶1，且雌蝇有两种表现型。据此可推测：雌蝇中
选项：
A. 这对等位基因位于X染色体上，g基因纯合时致死
B. 这对等位基因位于常染色体上，G基因纯合时致死
C. 这对等位基因位于常染色体上，g基因纯合时致死
D. 这对等位基因位于X染色体上，G基因纯合时致死
",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,"关于：world_religions
问题：佛教提出不净观、布施对治
选项：
A. 贪
B. 掉悔
C. 睡
D. 嗔
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
43,"关于：chinese_driving_rule
问题：机动车在道路上行驶时，属于交通陋习的是什么行为
选项：
A. 遵守交通信号
B. 按规定使用灯光
C. 随意向车外抛洒物品
D. 带行驶证、驾驶证
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44,"关于：journalism
问题：西方学者提出的报刊四种理论中最早出现的是
选项：
A. 自由主义理论
B. 社会责任理论
C. 集权主义理论
D. 苏联共产主义理论
",1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
45,"关于：college_actuarial_science
问题：一个三减因生存模型，每一种终止原因在各年龄内均服从均匀分布，已知$q_x^{\prime(1)}=0.05$，$q_x^{\prime(2)}=0.04，q_x^{\prime(3)}=0.08$，则$q_x^{(2)}=( ) 。$
选项：
A. 0.0125
B. 0.0333
C. 0.0375
D. 0.0425
",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
46,"关于：high_school_mathematics
问题：函数$y=\sqrt{2x+1} + \sqrt{3-4x}$的定义域为
选项：
A. (-\infty, 1/2]
B. (-1/2, 3/4)
C. (1/2,0)\cup (0, \infty)
D. [-1/2, 3/4]
",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
47,"关于：jurisprudence
问题：关于法的作用，下列说法不正确的是
选项：
A. 法律的规范作用和社会作用在考察基点、作用对象、存在方式以及发挥作用的前提等方面存在着一定的差别
B. 法律的规范作用是指法律作为行为规范，对人们的意志、行为发生的直接影响，是从法律是一种调整人们行为的规范，即从法的特征角度出发来解释法律的作用。而法律的社会作用是从法律是经济基础的上层建筑，是为维护经济基础和发展生产力服务的，即从法律的本质和目的这一角度出发来解释法律的作用
C. 一切社会法律的作用都有规范作用和社会作用之分，法律的规范作用和社会作用之分的观点是由英国新分析实证主义法学家拉兹首先提出来的
D. 法律的规范作用和社会作用是相辅相成的，它们作为法律的作用的两种手段，共同完成法律调整人们行为、维护社会经济基础和发展生产力的社会作用
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,"关于：high_school_mathematics
问题：某校现有⾼⼀学⽣210⼈，⾼⼆学⽣270⼈，⾼三学⽣300⼈，⽤分层抽样的⽅法从这三个年级的学⽣中随机抽取n名学⽣进⾏问卷调查，如果已知从⾼⼀学⽣中抽取的⼈数为7，那么从⾼三学⽣中抽取的⼈数应为
选项：
A. 9
B. 26
C. 25
D. 10
",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
49,"关于：jurisprudence
问题：下列哪个选项不属于我国的国家监督体系？
选项：
A. 全国人民代表大会对不符合宪法、法律的行政法规和地方性法规的撤销
B. 各级人民法院对行政机关的监督
C. 国家审计机关对国家的财政金融机构和企业事业组织财务收支的监督
D. 中国人民政治协商会议对法律实施的合法性的监督
",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
50,"关于：construction_project_management
问题：帷幕灌浆施工完毕后质量检查应以检查哪项为主
选项：
A. 灌浆施工过程记录
B. 检查孔压水试验成果
C. 灌浆成果原则
D. 检查孔岩芯获得率
",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
51,"关于：chinese_history
问题：殷商甲骨卜辞：“癸卯卜，今日雨。其自西来雨?其自东来雨?其自北来雨?其自南来雨?”对此理解不正确的是
选项：
A. 卜辞反映出古代生产力低下
B. 卜辞中文字与现代汉字非常接近
C. 说明古代人们对自然的依赖性强
D. 卜辞可被视为原始形态的农事诗
",1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
52,"关于：global_facts
问题：在其射程内，对坦克、飞机、舰艇、桥梁等点目标有多少以上直接命中概率的武器可称之为精确制导武器
选项：
A. 50%
B. 30%
C. 60%
D. 70%
",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
53,"关于：professional_medicine
问题：腰麻的绝对禁忌症是
选项：
A. 慢性肝炎
B. 有普鲁卡因过敏史
C. 休克
D. 肾脏疾病
",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
54,"关于：chinese_history
问题：顾炎武《日知录》中写道：“心不待传也，流行天地间，贯彻古今而不同者理也，理具于吾心而验于物。心者，所以统宗此理而别其是非，心学二字，《六经》、孔孟所不道。”这一观点表明他
选项：
A. 以拯救时代为己任
B. 对陆王心学持批判的态度
C. 主张回归孔孟儒学
D. 肯定心学的修身养性功能
",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
55,"关于：economics
问题：在实行差别定价时，为使利润最大，应当使
选项：
A. 每个市场的边际成本相等
B. 每个市场的边际收入都等于产品的边际成本
C. 企业的边际收入等于每个市场的边际成本
D. 各个市场的边际收入之和等于产品的边际成本
",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
56,"关于：conceptual_physics
问题：关于功是否为矢量，以下说法正确的选项是
选项：
A. 力和位移都是矢量，功也一定是矢量
B. 因为功有正功和负功，所以功是矢量
C. 力是矢量，功也是矢量
D. 因为功没有方向性，所以功是标量
",1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
57,"关于：agronomy
问题：在砧木对接穗的影响关系中，矮化砧与乔化砧相比，一般矮化砧
选项：
A. 使树体变矮小，枝量减少，树的寿命延长
B. 使树体变矮小，枝量增多，树的寿命缩短
C. 使树体变矮小，枝量减少，树的寿命缩短
D. 使树体变高大，枝量增多，树的寿命延长
",1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
58,"关于：anatomy
问题：直接和语言活动有关的中枢
选项：
A. 额中回后分
B. 顶上小叶缘上回
C. 额下回后分
D. 角回
",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
59,"关于：elementary_mathematics
问题：用()可以估算7.9804*3.025的积大约是多少
选项：
A. 7*4
B. 8*4
C. 7*3
D. 8*3
",1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
60,"关于：business_ethics
问题：大白兔与大白兔两家奶糖生产企业最可能涉及的伦理争端是
选项：
A. 故意损害名誉
B. 夸大、虚假宣传
C. 价格操纵行为
D. 商业混淆行为
",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
61,"关于：legal_and_moral_basis
问题：人生态度属于人生观的范畴，是指
选项：
A. 人生实践活动的总目标
B. 人的实践对于社会、他人和自身所具有的意义
C. 人们通过生活实践所形成的对人生问题的一种稳定的心理倾向和基本意图
D. 人们在实践中形成的对人生目的和意义的根本看法和态度
",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,"关于：international_law
问题：中国公民甲与中国公民乙于1993年在中国结婚，后甲留学加拿大并于加拿大某公司工作。1997年，甲在加拿大安大略省提起离婚诉讼，乙得知后也委托律师在中国其住所所在地法院提起离婚诉讼。根据我国有关规定，下列哪种说法是正确的？
选项：
A. 由于加拿大法院先行受理，因此中国法院没有管辖权。
B. 如果中国法院先行受理，可以行使管辖权，但有关离婚引起的财产分割问题，只能适用财产所在地法。
C. 中国法院有管辖权。关于离婚的条件及财产分割问题，都应适用中国法。
D. 中国法院有管辖权。关于离婚的条件问题应当适用中国法，但有关财产分割问题，应当适用财产所在地法。
",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63,"关于：electrical_engineering
问题：规程规定电力变压器、电压，电流互感器交接及大修后的交流耐药试验电压值均比出厂值低，这主要是考虑
选项：
A. 试验容量大，现场难以满足
B. 试验电压大，现场难以满足
C. 绝缘裕度不够
D. 设备绝缘间的累积效应
",1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
64,"关于：virology
问题：病毒在宿主细胞内的复制周期过程，正确的描述是
选项：
A. 吸附、脱壳、生物合成、成熟及释放
B. 吸附、结合、穿入、生物合成、成熟及释放
C. 特异性结合、脱壳、复制、组装及释放
D. 吸附、穿入、脱壳、生物合成、组装成熟与释放
",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
